GeneID	cat	group	phylalist	orderlist	genuslist	specieslist
BKHAPHKO_00197	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_00198	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00199	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00200	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, sp., xylanisolvens
BKHAPHKO_00201	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, sp., xylanisolvens
BKHAPHKO_00202	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00203	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales, Erysipelotrichales	Bacteroides, Catenibacterium	acidifaciens, caccae, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, pyogenes, reticulotermitis, sp., thetaiotaomicron, uniformis, xylanisolvens, mitsuokai
BKHAPHKO_00204	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00205	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00206	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00207	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00208	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	fragilis, sp., xylanisolvens, vulgatus
BKHAPHKO_00209	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Parabacteroides	ovatus, sp., xylanisolvens, coli, distasonis
BKHAPHKO_00210	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00211	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00212	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	sp., xylanisolvens, coli
BKHAPHKO_00213	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	fragilis, sp., xylanisolvens, coli
BKHAPHKO_00215	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00216	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00217	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, sp., xylanisolvens
BKHAPHKO_00218	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00219	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00220	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, sp., xylanisolvens
BKHAPHKO_00221	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00222	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Parabacteroides	sp., xylanisolvens, coli, distasonis
BKHAPHKO_00223	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	sp., xylanisolvens, coli
BKHAPHKO_00224	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00225	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00226	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, sp., xylanisolvens
BKHAPHKO_00227	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, sp., xylanisolvens
BKHAPHKO_00228	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00229	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_00230	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp.
BKHAPHKO_00231	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00232	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00233	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	acidifaciens, caccae, caecimuris, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_00234	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00235	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00236	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, coli
BKHAPHKO_00237	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00238	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00239	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00240	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00241	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, congonensis, finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_00242	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, finegoldii, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_00243	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00244	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_00245	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_00246	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00247	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_00248	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, finegoldii, ovatus, sp., xylanisolvens, zhangwenhongi
BKHAPHKO_00249	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, finegoldii, sp., xylanisolvens
BKHAPHKO_00250	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, congonensis, sp., xylanisolvens
BKHAPHKO_00251	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, sp., xylanisolvens
BKHAPHKO_00252	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, finegoldii, sp., xylanisolvens
BKHAPHKO_00253	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00254	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00255	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, ovatus, sp.
BKHAPHKO_00256	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_00259	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00260	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00261	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00262	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00265	singlespecies	Bacteroides_finegoldii	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii
BKHAPHKO_00268	singlespecies	Bacteroides_thetaiotaomicron	Bacteroidetes	Bacteroidales	Bacteroides	thetaiotaomicron
BKHAPHKO_00269	multiphyla	Bacteria	Bacteroidetes, Actinobacteria, Proteobacteria	Bacteroidales, Coriobacteriales	Bacteroides, Collinsella	caccae, sp.
BKHAPHKO_00272	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales	Bacteroides	caccae, thetaiotaomicron
BKHAPHKO_00295	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00300	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00302	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00303	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00304	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00305	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00308	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00313	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00315	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00316	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00319	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00321	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00323	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00326	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00328	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00329	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00331	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00332	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00338	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00340	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00348	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00356	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00360	singlespecies	Bacteroides_caccae	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	caccae
BKHAPHKO_00361	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00362	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00363	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00364	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00365	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales	Bacteroides	thetaiotaomicron
BKHAPHKO_00366	multiphyla	Bacteria	Bacteroidetes, Proteobacteria, Bacteriophage	Bacteroidales	Bacteroides	caccae, thetaiotaomicron
BKHAPHKO_00367	singlespecies	Bacteroides_thetaiotaomicron	Bacteroidetes	Bacteroidales	Bacteroides	thetaiotaomicron
BKHAPHKO_00373	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales	Bacteroides	caccae, thetaiotaomicron
BKHAPHKO_00375	singlespecies	Parabacteroides_merdae	Bacteroidetes	Bacteroidales	Parabacteroides	merdae
BKHAPHKO_00377	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Phocaeicola, Prevotella	vulgatus, copri
BKHAPHKO_00379	unclassified	Prevotella_sp.	Bacteroidetes	Bacteroidales	Prevotella	sp.
BKHAPHKO_00382	singlespecies	Prevotella_copri	Bacteroidetes	Bacteroidales	Prevotella	copri
BKHAPHKO_00389	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Prevotella	sp., xylanisolvens, stercorea
BKHAPHKO_00390	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus
BKHAPHKO_00394	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides, Prevotella	ovatus, xylanisolvens, merdae, copri, sp., stercorea
BKHAPHKO_00398	unclassified	Proteobacteria	Proteobacteria			
BKHAPHKO_00405	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00406	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00407	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00408	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_00409	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, finegoldii, fragilis, intestinigallinarum, ovatus, sp.
BKHAPHKO_00410	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00411	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00412	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00413	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00414	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_00415	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00416	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00417	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00418	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00419	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00420	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00422	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_00424	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00425	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00426	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00427	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_00428	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00429	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_00430	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens, zhangwenhongi
BKHAPHKO_00431	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00432	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00433	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00434	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00435	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00436	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, caecimuris, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00437	multiphyla	Bacteria	Bacteroidetes, Actinobacteria	Bacteroidales, Coriobacteriales	Bacteroides, Collinsella	caccae, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00438	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00439	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00440	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00441	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00442	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Alistipes, Bacteroides	sp., acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, xylanisolvens
BKHAPHKO_00443	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00444	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00445	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	intestinigallinarum, ovatus, sp., xylanisolvens, merdae
BKHAPHKO_00446	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Alistipes, Bacteroides	sp., acidifaciens, caecimuris, intestinigallinarum, ovatus, xylanisolvens
BKHAPHKO_00448	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00449	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00450	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00451	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00452	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00453	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00454	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00455	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00456	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00457	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00458	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_00459	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_00460	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00461	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00462	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00463	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00464	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00465	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_00466	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_00467	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_00468	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Prevotella	ovatus, sp.
BKHAPHKO_00469	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Butyricimonas, Phocaeicola, Prevotella, Tannerella	ovatus, sp., thetaiotaomicron, uniformis, virosa, dorei, vulgatus
BKHAPHKO_00470	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Butyricimonas, Parabacteroides, Phocaeicola, Prevotella, Tannerella	acidifaciens, caccae, cellulosilyticus, clarus, eggerthii, faecalis, faecis, finegoldii, fluxus, fragilis, ovatus, pyogenes, salyersiae, sp., stercoris, thetaiotaomicron, uniformis, xylanisolvens, virosa, distasonis, coprophilus, dorei, vulgatus, copri, stercorea
BKHAPHKO_00471	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella, Tannerella	sp., stercoris
BKHAPHKO_00472	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_00473	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Butyricimonas, Phocaeicola, Prevotella, Tannerella	acidifaciens, caccae, cellulosilyticus, clarus, eggerthii, faecalis, faecis, finegoldii, fluxus, fragilis, ovatus, pyogenes, salyersiae, sp., stercoris, thetaiotaomicron, uniformis, xylanisolvens, virosa, coprophilus, dorei, vulgatus, copri, stercorea
BKHAPHKO_00474	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., stercorirosoris
BKHAPHKO_00475	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
